tube,V_ctl,R_DS,x,absVd,phase_Vd_deg,abs_n_diff,phase_n_diff_deg,demod_dc_mV
ILC1-1/8,-1.0800,541.13,0.34000,0.67496,-108.78,0.167298,-108.78,-34.2843
ILC1-1/8,-1.0837,546.00,0.34306,0.68040,-108.94,0.168647,-108.94,-34.8395
ILC1-1/8,-1.0875,550.96,0.34618,0.68593,-109.09,0.170017,-109.09,-35.4077
ILC1-1/8,-1.0913,556.02,0.34936,0.69154,-109.26,0.171408,-109.26,-35.9894
ILC1-1/8,-1.0950,561.17,0.35259,0.69723,-109.42,0.172820,-109.42,-36.5849
ILC1-1/8,-1.0987,566.41,0.35589,0.70302,-109.59,0.174255,-109.59,-37.1947
ILC1-1/8,-1.1025,571.76,0.35924,0.70890,-109.76,0.175711,-109.76,-37.8192
ILC1-1/8,-1.1062,577.20,0.36267,0.71487,-109.93,0.177191,-109.93,-38.4588
ILC1-1/8,-1.1100,582.75,0.36615,0.72093,-110.11,0.178694,-110.11,-39.1141
ILC1-1/8,-1.1138,588.41,0.36971,0.72709,-110.29,0.180221,-110.29,-39.7855
ILC1-1/8,-1.1175,594.18,0.37333,0.73335,-110.47,0.181773,-110.47,-40.4736
ILC1-1/8,-1.1213,600.06,0.37703,0.73972,-110.66,0.183350,-110.66,-41.1788
ILC1-1/8,-1.1250,606.06,0.38080,0.74618,-110.85,0.184952,-110.85,-41.9016
ILC1-1/8,-1.1287,612.18,0.38465,0.75275,-111.04,0.186581,-111.04,-42.6428
ILC1-1/8,-1.1325,618.43,0.38857,0.75943,-111.23,0.188236,-111.23,-43.4027
ILC1-1/8,-1.1362,624.80,0.39258,0.76622,-111.43,0.189918,-111.43,-44.1821
ILC1-1/8,-1.1400,631.31,0.39667,0.77312,-111.64,0.191629,-111.64,-44.9816
ILC1-1/8,-1.1438,637.96,0.40084,0.78013,-111.84,0.193368,-111.84,-45.8018
ILC1-1/8,-1.1475,644.75,0.40511,0.78727,-112.05,0.195136,-112.05,-46.6433
ILC1-1/8,-1.1513,651.68,0.40946,0.79452,-112.27,0.196935,-112.27,-47.5070
ILC1-1/8,-1.1550,658.76,0.41391,0.80190,-112.49,0.198764,-112.49,-48.3935
ILC1-1/8,-1.1587,666.00,0.41846,0.80941,-112.71,0.200624,-112.71,-49.3036
ILC1-1/8,-1.1625,673.40,0.42311,0.81704,-112.93,0.202516,-112.93,-50.2380
ILC1-1/8,-1.1663,680.97,0.42786,0.82481,-113.16,0.204441,-113.16,-51.1976
ILC1-1/8,-1.1700,688.71,0.43273,0.83271,-113.40,0.206400,-113.40,-52.1833
ILC1-1/8,-1.1738,696.62,0.43770,0.84075,-113.64,0.208393,-113.64,-53.1958
ILC1-1/8,-1.1775,704.72,0.44279,0.84893,-113.88,0.210420,-113.88,-54.2361
ILC1-1/8,-1.1812,713.01,0.44800,0.85726,-114.13,0.212484,-114.13,-55.3052
ILC1-1/8,-1.1850,721.50,0.45333,0.86573,-114.39,0.214585,-114.39,-56.4040
ILC1-1/8,-1.1887,730.19,0.45879,0.87436,-114.65,0.216723,-114.65,-57.5336
ILC1-1/8,-1.1925,739.10,0.46439,0.88314,-114.91,0.218899,-114.91,-58.6949
ILC1-1/8,-1.1963,748.22,0.47012,0.89208,-115.18,0.221115,-115.18,-59.8892
ILC1-1/8,-1.2000,757.58,0.47600,0.90118,-115.45,0.223371,-115.45,-61.1175
ILC1-1/8,-1.2038,767.17,0.48202,0.91045,-115.74,0.225668,-115.74,-62.3810
ILC1-1/8,-1.2075,777.00,0.48820,0.91988,-116.02,0.228007,-116.02,-63.6809
ILC1-1/8,-1.2112,787.09,0.49454,0.92949,-116.31,0.230389,-116.31,-65.0186
ILC1-1/8,-1.2150,797.45,0.50105,0.93928,-116.61,0.232816,-116.61,-66.3952
ILC1-1/8,-1.2188,808.08,0.50773,0.94925,-116.92,0.235287,-116.92,-67.8122
ILC1-1/8,-1.2225,819.00,0.51459,0.95941,-117.23,0.237804,-117.23,-69.2711
ILC1-1/8,-1.2263,830.22,0.52164,0.96976,-117.55,0.240369,-117.55,-70.7732
ILC1-1/8,-1.2300,841.75,0.52889,0.98030,-117.87,0.242981,-117.87,-72.3201
ILC1-1/8,-1.2337,853.61,0.53634,0.99104,-118.21,0.245643,-118.21,-73.9133
ILC1-1/8,-1.2375,865.80,0.54400,1.00198,-118.55,0.248356,-118.55,-75.5545
ILC1-1/8,-1.2412,878.35,0.55188,1.01313,-118.89,0.251119,-118.89,-77.2454
ILC1-1/8,-1.2450,891.27,0.56000,1.02449,-119.25,0.253935,-119.25,-78.9876
ILC1-1/8,-1.2488,904.57,0.56836,1.03607,-119.61,0.256805,-119.61,-80.7831
ILC1-1/8,-1.2525,918.27,0.57697,1.04787,-119.98,0.259730,-119.98,-82.6336
ILC1-1/8,-1.2563,932.40,0.58584,1.05989,-120.36,0.262711,-120.36,-84.5410
ILC1-1/8,-1.2600,946.97,0.59500,1.07215,-120.75,0.265748,-120.75,-86.5074
ILC1-1/8,-1.2637,962.00,0.60444,1.08464,-121.15,0.268844,-121.15,-88.5348
ILC1-1/8,-1.2675,977.52,0.61419,1.09737,-121.56,0.272000,-121.56,-90.6252
ILC1-1/8,-1.2712,993.54,0.62426,1.11034,-121.97,0.275215,-121.97,-92.7808
ILC1-1/8,-1.2750,1010.10,0.63467,1.12357,-122.40,0.278493,-122.40,-95.0039
ILC1-1/8,-1.2788,1027.22,0.64542,1.13704,-122.84,0.281833,-122.84,-97.2966
ILC1-1/8,-1.2825,1044.93,0.65655,1.15078,-123.29,0.285238,-123.29,-99.6612
ILC1-1/8,-1.2862,1063.26,0.66807,1.16477,-123.75,0.288707,-123.75,-102.1002
ILC1-1/8,-1.2900,1082.25,0.68000,1.17904,-124.22,0.292242,-124.22,-104.6159
ILC1-1/8,-1.2937,1101.93,0.69236,1.19357,-124.70,0.295844,-124.70,-107.2108
ILC1-1/8,-1.2975,1122.33,0.70518,1.20838,-125.19,0.299514,-125.19,-109.8874
ILC1-1/8,-1.3013,1143.51,0.71849,1.22346,-125.70,0.303253,-125.70,-112.6481
ILC1-1/8,-1.3050,1165.50,0.73231,1.23883,-126.22,0.307062,-126.22,-115.4954
ILC1-1/8,-1.3088,1188.35,0.74666,1.25448,-126.75,0.310941,-126.75,-118.4319
ILC1-1/8,-1.3125,1212.12,0.76160,1.27041,-127.29,0.314891,-127.29,-121.4601
ILC1-1/8,-1.3162,1236.86,0.77714,1.28664,-127.85,0.318913,-127.85,-124.5825
ILC1-1/8,-1.3200,1262.63,0.79333,1.30315,-128.43,0.323007,-128.43,-127.8015
ILC1-1/8,-1.3237,1289.49,0.81021,1.31996,-129.01,0.327173,-129.01,-131.1196
ILC1-1/8,-1.3275,1317.52,0.82782,1.33706,-129.62,0.331412,-129.62,-134.5391
ILC1-1/8,-1.3313,1346.80,0.84622,1.35446,-130.24,0.335723,-130.24,-138.0622
ILC1-1/8,-1.3350,1377.41,0.86545,1.37214,-130.87,0.340106,-130.87,-141.6910
ILC1-1/8,-1.3388,1409.44,0.88558,1.39012,-131.53,0.344562,-131.53,-145.4275
ILC1-1/8,-1.3425,1443.00,0.90666,1.40838,-132.20,0.349088,-132.20,-149.2735
ILC1-1/8,-1.3462,1478.20,0.92878,1.42692,-132.89,0.353685,-132.89,-153.2306
ILC1-1/8,-1.3500,1515.15,0.95200,1.44575,-133.59,0.358350,-133.59,-157.2998
ILC1-1/8,-1.3538,1554.00,0.97641,1.46484,-134.32,0.363083,-134.32,-161.4824
ILC1-1/8,-1.3575,1594.90,1.00210,1.48420,-135.06,0.367882,-135.06,-165.7788
ILC1-1/8,-1.3613,1638.00,1.02919,1.50381,-135.82,0.372743,-135.82,-170.1893
ILC1-1/8,-1.3650,1683.50,1.05778,1.52367,-136.61,0.377665,-136.61,-174.7135
ILC1-1/8,-1.3687,1731.60,1.08800,1.54376,-137.41,0.382644,-137.41,-179.3506
ILC1-1/8,-1.3725,1782.53,1.12000,1.56406,-138.24,0.387677,-138.24,-184.0992
ILC1-1/8,-1.3762,1836.55,1.15394,1.58456,-139.09,0.392758,-139.09,-188.9571
ILC1-1/8,-1.3800,1893.94,1.19000,1.60524,-139.96,0.397884,-139.96,-193.9214
ILC1-1/8,-1.3838,1955.03,1.22838,1.62608,-140.85,0.403049,-140.85,-198.9885
ILC1-1/8,-1.3875,2020.20,1.26933,1.64705,-141.77,0.408246,-141.77,-204.1535
ILC1-1/8,-1.3913,2089.86,1.31310,1.66812,-142.71,0.413469,-142.71,-209.4109
ILC1-1/8,-1.3950,2164.50,1.36000,1.68927,-143.67,0.418711,-143.67,-214.7538
ILC1-1/8,-1.3987,2244.67,1.41037,1.71045,-144.66,0.423962,-144.66,-220.1742
ILC1-1/8,-1.4025,2331.00,1.46461,1.73164,-145.68,0.429214,-145.68,-225.6628
ILC1-1/8,-1.4062,2424.24,1.52320,1.75279,-146.71,0.434456,-146.71,-231.2090
ILC1-1/8,-1.4100,2525.25,1.58666,1.77386,-147.78,0.439678,-147.78,-236.8007
ILC1-1/8,-1.4138,2635.05,1.65565,1.79480,-148.87,0.444869,-148.87,-242.4243
ILC1-1/8,-1.4175,2754.82,1.73091,1.81556,-149.98,0.450014,-149.98,-248.0648
ILC1-1/8,-1.4212,2886.00,1.81333,1.83608,-151.12,0.455102,-151.12,-253.7054
ILC1-1/8,-1.4250,3030.30,1.90400,1.85632,-152.29,0.460117,-152.29,-259.3278
ILC1-1/8,-1.4287,3189.79,2.00421,1.87620,-153.48,0.465045,-153.48,-264.9122
ILC1-1/8,-1.4325,3367.00,2.11555,1.89566,-154.70,0.469869,-154.70,-270.4372
ILC1-1/8,-1.4363,3565.06,2.23999,1.91464,-155.94,0.474574,-155.94,-275.8799
ILC1-1/8,-1.4400,3787.88,2.37999,1.93307,-157.21,0.479141,-157.21,-281.2161
ILC1-1/8,-1.4438,4040.40,2.53866,1.95088,-158.50,0.483555,-158.50,-286.4205
ILC1-1/8,-1.4475,4329.00,2.71999,1.96799,-159.81,0.487796,-159.81,-291.4665
ILC1-1/8,-1.4512,4662.00,2.92922,1.98433,-161.15,0.491846,-161.15,-296.3270
ILC1-1/8,-1.4550,5050.51,3.17333,1.99983,-162.51,0.495688,-162.51,-300.9743
ILC1-1/8,-1.4587,5509.64,3.46181,2.01441,-163.89,0.499303,-163.89,-305.3805
ILC1-1/8,-1.4625,6060.61,3.80799,2.02801,-165.29,0.502674,-165.29,-309.5177
ILC1-1/8,-1.4663,6734.01,4.23110,2.04056,-166.70,0.505783,-166.70,-313.3587
ILC1-1/8,-1.4700,7575.76,4.75999,2.05198,-168.14,0.508615,-168.14,-316.8770
ILC1-1/8,-1.4737,8658.01,5.43999,2.06222,-169.58,0.511153,-169.58,-320.0478
ILC1-1/8,-1.4775,10101.01,6.34665,2.07122,-171.05,0.513384,-171.05,-322.8475
ILC1-1/8,-1.4812,12121.21,7.61598,2.07893,-172.52,0.515295,-172.52,-325.2550
ILC1-1/8,-1.4850,15151.52,9.51998,2.08530,-174.00,0.516874,-174.00,-327.2517
ILC1-1/8,-1.4888,20202.02,12.69330,2.09030,-175.50,0.518112,-175.50,-328.8217
ILC1-1/8,-1.4925,30303.03,19.03996,2.09389,-176.99,0.519002,-176.99,-329.9524
ILC1-1/8,-1.4963,60606.06,38.07991,2.09605,-178.50,0.519539,-178.50,-330.6346
ILC1-1/8,-1.5000,1000000000.00,628318.53072,2.09677,-180.00,0.519718,-180.00,-330.8626
